exercise_id,exercise_name,description,target_muscle_group,difficulty_level,equipment_needed,exercise_category,estimated_calories_per_min,default_duration_seconds,source
870,HM Right Calf-Spike Sumo Pulse,"Start in a push-up position. Raise your hips toward the ceiling, forming an inverted V-shape. Keep your legs and back straight, feeling the stretch in your quadriceps. Lower back to starting position.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
871,HM Right-Leg Lunge And Kick-Out,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
872,HM Running Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,cardio,5.0,60,mega_dataset
873,HM Single-Leg Squat on Chair,"Stand on one leg with the other extended forward. Lower your body by bending the supporting leg while keeping your back straight. Push through your heel to return to standing, targeting your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
874,HM Single-Leg Touchdown,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
875,HM Speed Skater,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
876,HM Squat Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
877,HM Squat Lunge,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
878,HM Squat with Alternating Leg Extension,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
879,HM Sumo Get-Up,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
880,HM Sumo Pulse,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
881,HM Sumo Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
882,HM Tuck-Up Burpee,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
883,HM Walking Frankenstein,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
884,HM Walking Hip Stretch,"Move slowly into the stretch position, targeting your quadriceps. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",quadriceps,intermediate,bodyweight,stretching,5.0,60,mega_dataset
885,HM Wide Jump Squat,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
886,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",quadriceps,intermediate,bodyweight,cardio,5.0,60,mega_dataset
887,High knees sprawl drill,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
888,Holman 180 Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
889,Holman 180 Jump Hop Forward Hop Back,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
890,Holman 180 Jump to Lunge,Start in a lunge position. Explosively jump and switch legs in mid-air. Land softly in a lunge with the opposite leg forward. This plyometric exercise intensely targets your quadriceps.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
891,Holman 90-Degree Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
892,Holman Alternating Double Lunge Hop,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
893,Holman Alternating Forward Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
894,Holman Alternating Lunge Jump,Start in a lunge position. Explosively jump and switch legs in mid-air. Land softly in a lunge with the opposite leg forward. This plyometric exercise intensely targets your quadriceps.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
895,Holman Alternating Reverse Prisoner Lunge,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
896,Holman Alternating Single-Leg Hop to Squat to 180 Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
897,Holman Bear Crawl,"Start on all fours with knees hovering above the ground. Crawl forward by moving opposite hand and foot together. Keep your back flat and core engaged, working your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
898,Holman Bear Crawl to Donkey Kick,"Start on all fours with knees hovering above the ground. Crawl forward by moving opposite hand and foot together. Keep your back flat and core engaged, working your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
899,Holman Bear Crawl to Froggy Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
900,Holman Bear Crawl to Shoulder Tap,"Start on all fours with knees hovering above the ground. Crawl forward by moving opposite hand and foot together. Keep your back flat and core engaged, working your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
901,Holman Burpee to 180 Jump,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
902,Holman Burpee to Flying Jack,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
903,Holman Burpee to Flying Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
904,Holman Burpee to Flying Squat Thrust to Tuck Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
905,Holman Burpee to Jump,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
906,Holman Burpee to Open Stance,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
907,Holman Burpee to Tuck Jump,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
908,Holman Burpee with Belly Touch,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
909,Holman Diagonal Squat Thrust to Renegade Forward Punch,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
910,Holman Donkey Run,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
911,Holman Double Squat Pulse to 180 Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
912,Holman Fast Feet with Hands Up,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
913,Holman Feet-Elevated Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
914,Holman Flying Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
915,Holman Flying Squat Thrust to Push-Up,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
916,Holman Flying Squat Thrust to Shoulder Tap,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
917,Holman Foot-Elevated Knee-Up to Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
918,Holman Foot-Elevated Step-To-Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
919,Holman Forward Lunge to Reverse Lunge,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
920,Holman Frogger Squat to Heel Click,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
921,Holman Goal Post to Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
922,Holman Half Jack to 180 Jump,Start with feet together and arms at sides. Jump while spreading legs and raising arms overhead. Jump back to starting position. Maintain a steady rhythm in this cardiovascular exercise.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
923,Holman Hands-Elevated Alternating Lunge Jump,Start in a lunge position. Explosively jump and switch legs in mid-air. Land softly in a lunge with the opposite leg forward. This plyometric exercise intensely targets your quadriceps.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
924,Holman Hands-Elevated Jack to Split Jump,Start with feet together and arms at sides. Jump while spreading legs and raising arms overhead. Jump back to starting position. Maintain a steady rhythm in this cardiovascular exercise.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
925,Holman Hands-Elevated Lunge Jump,Start in a lunge position. Explosively jump and switch legs in mid-air. Land softly in a lunge with the opposite leg forward. This plyometric exercise intensely targets your quadriceps.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
926,Holman Hands-Elevated Squat Thrust to Split Jack,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
927,Holman Hands-Elevated Wide Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
928,Holman Imaginary Jump Rope,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
929,Holman Jump-Out Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
930,Holman Left Leg Forward Lunge Hop,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
931,Holman Left Leg Hop to Left Reverse Lunge,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
932,Holman Left Lunge Hop to Overhead Press,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
933,Holman Left Reverse Lunge,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
934,Holman Left Reverse Lunge to Front Kick,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
935,Holman Left Side Diagonal Burpee,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
936,Holman Left Split Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
937,Holman Left Split Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
938,Holman Left Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
939,Holman Low Squat with Low Diagonal Dumbbell Punch,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
940,Holman Lunge Jump,Start in a lunge position. Explosively jump and switch legs in mid-air. Land softly in a lunge with the opposite leg forward. This plyometric exercise intensely targets your quadriceps.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
941,Holman Lunge Jump to Squat Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
942,Holman Mule Kick,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
943,Holman Narrow-Wide Squat Jump to 180 Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
944,Holman Pilates Single-Leg Stretch,"Move slowly into the stretch position, targeting your quadriceps. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
945,Holman Plyometric Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
946,Holman Plyometric Jump to 180 Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
947,Holman Prisoner Reverse Lunge,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
948,Holman Quad Touch Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
949,Holman Quick Feet to Quad Touch Jump,"Perform an explosive jumping movement, engaging your quadriceps. Land softly with bent knees to absorb impact. Maintain good form throughout the plyometric exercise.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
950,Holman Renegade Lunge Jump,Start in a lunge position. Explosively jump and switch legs in mid-air. Land softly in a lunge with the opposite leg forward. This plyometric exercise intensely targets your quadriceps.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
951,Holman Right Leg Forward Lunge Hop,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
952,Holman Right Leg Hop to Right Reverse Lunge,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
953,Holman Right Lunge Hop to Chest Press,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
954,Holman Right Reverse Lunge,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
955,Holman Right Reverse Lunge to Front Kick,"Stand upright, then step backward into a lunge position. Lower your back knee toward the ground, keeping your front shin vertical. Push through your front heel to return to standing.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
956,Holman Right Split Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
957,Holman Right Split Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
958,Holman Right Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
959,Holman Skate,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
960,Holman Split Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
961,Holman Squat Hip Drive,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
962,Holman Squat Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
963,Holman Squat Jump to Alternating Side Lunge Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
964,Holman Squat Jump to Lunge Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
965,Holman Squat Pull-Through Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
966,Holman Squat Pulse,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
967,Holman Squat Tap to Hop,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
968,Holman Squat Tap to Jump-Forward-Jump-Back,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
969,Holman Squat Thrust to Push-Up to Super Woman,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
970,Holman Stair Bear Crawl,"Start on all fours with knees hovering above the ground. Crawl forward by moving opposite hand and foot together. Keep your back flat and core engaged, working your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
971,Holman Stair Climb,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
972,Holman Stair Sprint,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
973,Holman Standing Heel Click to Hands Down Heel Click,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
974,Holman Towel Alternating Lateral Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
975,Holman Towel Alternating Prisoner Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
976,Holman Towel Left Side Squat,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
977,Holman Towel Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
978,Holman Traveling Low Jack to Belly Touch,"An effective quadriceps exercise. Perform the movement with controlled form, maintaining tension in your quadriceps throughout. Focus on the mind-muscle connection with each repetition.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
979,Holman Weighted Wide-to-Narrow Squat Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
980,Holman Wide Squat Thrust,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
981,Holman Wide-to-Narrow Donkey Kick,"Start on all fours. Keeping your knee bent, lift one leg up and back, pushing your heel toward the ceiling. Squeeze your quadriceps at the top, then lower with control. Complete reps on one side before switching.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
982,Holman Wide-to-Narrow Squat Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your quadriceps.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
983,In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",quadriceps,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
984,In-out sprawl,"The in-out sprawl is a full-body movement that combines elements of a plank and a sprawl. It demands an explosive full-body jump from a plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
985,Iron Crosses (stretch),"Move slowly into the stretch position, targeting your quadriceps. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",quadriceps,intermediate,bodyweight,stretching,5.0,60,mega_dataset
986,Jump Lunge To Feet Jack,Start in a lunge position. Explosively jump and switch legs in mid-air. Land softly in a lunge with the opposite leg forward. This plyometric exercise intensely targets your quadriceps.,quadriceps,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
987,Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",quadriceps,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
988,Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",quadriceps,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
989,Jump squat-,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",quadriceps,intermediate,bodyweight,strength,5.0,60,mega_dataset
